1,1.52649
2,1.72216
3,1.71343
4,1.71343
1,1.52649
2,1.72216
3,1.71343
4,1.71386
5,1.71386
1,1.52649
2,1.72216
3,1.71343
4,1.71386
5,1.71386
1,1.52649
2,1.72216
3,1.71343
4,1.71386
5,1.71386
1,1.52649
2,1.72216
3,1.71343
4,1.71386
5,1.71386
1,1.52649
2,1.72216
3,1.71343
4,1.71386
5,1.71386
6,1.71386
1,3.55556
2,3.52082
3,3.52082
1,3.55556
2,3.52082
3,3.52137
4,3.52137
1,3.55556
2,3.52082
3,3.52137
4,3.52137
1,3.55556
2,3.52082
3,3.52137
4,3.52138
5,3.52138
1,3.55556
2,3.52082
3,3.52137
4,3.52138
5,3.52138
1,3.55556
2,3.52082
3,3.52137
4,3.52138
5,3.52138
1,1.54154
2,1.58799
3,1.59219
4,1.59219
1,1.54154
2,1.58799
3,1.59219
4,1.59219
1,1.54154
2,1.58799
3,1.59219
4,1.59214
5,1.59214
1,1.54154
2,1.58799
3,1.59219
4,1.59214
5,1.59214
1,1.54154
2,1.58799
3,1.59219
4,1.59214
5,1.59214
1,1.54154
2,1.58799
3,1.59219
4,1.59214
5,1.59214
6,1.59214
